"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,49141,"E","Estimated value"
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,48997,"E","Estimated value"
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,51004,,
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,22496,,
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,50775,"E","Estimated value"
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,44665,"E","Estimated value"
"FRA","France","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,43669,"E","Estimated value"
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,46582,"E","Estimated value"
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,26660,"E","Estimated value"
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,23000,,
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,62276,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,53215,"E","Estimated value"
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,36634,"E","Estimated value"
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,39033,,
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,41373,,
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,57792,"E","Estimated value"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,16849,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,49210,"E","Estimated value"
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,35609,,
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,53593,,
"POL","Poland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,24709,"E","Estimated value"
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,25112,"E","Estimated value"
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,22460,,
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,35987,"E","Estimated value"
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,44432,"E","Estimated value"
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,58309,"E","Estimated value"
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,16870,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,44937,,
"USA","United States","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,62473,,
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,18433,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,23192,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,21874,"E","Estimated value"
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,32418,"E","Estimated value"
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,22419,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,33249,"E","Estimated value"
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","units",,,40250,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,43065,,
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,37852,"E","Estimated value"
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,45440,"E","Estimated value"
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,42006,,
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,17655,,
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,43918,"E","Estimated value"
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,35249,"E","Estimated value"
"FRA","France","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,35229,"E","Estimated value"
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,38456,"E","Estimated value"
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,23917,"E","Estimated value"
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,18765,,
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,47790,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,43047,"E","Estimated value"
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,31353,"E","Estimated value"
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,27850,,
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,26725,,
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,49774,"E","Estimated value"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,14621,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,39273,"E","Estimated value"
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,31498,,
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,45989,,
"POL","Poland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,20586,"E","Estimated value"
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,22211,"E","Estimated value"
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,17801,,
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,33187,"E","Estimated value"
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,36216,"E","Estimated value"
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,47016,"E","Estimated value"
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,15865,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,35388,,
"USA","United States","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,48700,,
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,15479,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,20158,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,15451,"E","Estimated value"
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,23797,"E","Estimated value"
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,18696,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,29994,"E","Estimated value"
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","units",,,31875,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,63976,"E","Estimated value"
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,57907,"E","Estimated value"
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,58368,"E","Estimated value"
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,64774,"E","Estimated value"
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,25025,"E","Estimated value"
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,56276,"E","Estimated value"
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,49228,"E","Estimated value"
"FRA","France","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,50443,"E","Estimated value"
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,56839,"E","Estimated value"
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,31866,"E","Estimated value"
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,25748,"E","Estimated value"
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,63415,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,62359,"E","Estimated value"
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,41189,"E","Estimated value"
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,45463,"E","Estimated value"
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,51137,"E","Estimated value"
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,71770,"E","Estimated value"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,19464,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,59672,"E","Estimated value"
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,43175,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,56046,"E","Estimated value"
"POL","Poland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,28712,"E","Estimated value"
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,31448,"E","Estimated value"
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,24546,"E","Estimated value"
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,45977,"E","Estimated value"
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,51182,"E","Estimated value"
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,68465,"E","Estimated value"
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,17812,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,52779,"E","Estimated value"
"USA","United States","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,73601,"E","Estimated value"
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,21103,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,26429,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,24816,"E","Estimated value"
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,39492,"E","Estimated value"
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,25777,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,39711,"E","Estimated value"
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","units",,,42969,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,28402,"E","Estimated value"
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,26972,"E","Estimated value"
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,33560,"E","Estimated value"
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,26687,"E","Estimated value"
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,11570,"E","Estimated value"
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,28524,"E","Estimated value"
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,27078,"E","Estimated value"
"FRA","France","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,23394,"E","Estimated value"
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,26469,"E","Estimated value"
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,17040,"E","Estimated value"
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,10834,"E","Estimated value"
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,32071,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,29854,"E","Estimated value"
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,24339,"E","Estimated value"
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,22294,"E","Estimated value"
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,17950,"E","Estimated value"
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,33270,"E","Estimated value"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","units",,,9053,"E","Estimated value"
